p,m_k,n_k,q_k
21613457,8,2,4649
21631817,4,2,4651
21710057,24,2,2221
21759953,14,2,4663
21844217,24,2,2251
21925577,24,2,2269
21949793,18,2,4657
22071017,16,2,4691
22117937,24,2,2311
22118273,6,2,4703
22119233,10,2,4703
22188073,5,3,281
22190089,11,3,281
22197353,22,2,4243
22287857,4,2,4721
22304417,24,2,2351
22363697,8,2,4729
22380353,18,2,4703
22402217,20,2,4621
22532417,24,2,2399
22576097,12,2,4751
22648337,8,2,4759
22661777,20,2,4649
22665191,2,3,283
22666211,10,3,283
22712329,19,3,281
22823897,24,2,2459
22877093,2,2,4783
22941617,20,2,4679
22972853,2,2,4793
22972913,6,2,4793
23049617,4,2,4801
23049857,8,2,4801
23095937,16,2,4799
23115137,16,2,4801
23165993,10,2,4813
23183177,24,2,2531
23203493,2,2,4817
23527913,22,2,4397
23584097,24,2,2609
23713763,20,3,283
23730737,12,2,4871
23902577,8,2,4889
23970113,22,2,4447
24007937,24,2,2689
24039473,6,2,4903
24047273,18,2,4877
24055793,14,2,4903
24059153,22,2,4457
24098177,20,2,4801
24137573,2,6,17
24153953,14,6,17
24235577,24,2,2731
24262097,16,2,4919
24291593,22,2,4483
24334217,24,2,2749
24334553,6,2,4933
24335513,10,2,4933
24374033,6,2,4937
24387137,20,2,4831
24433313,6,2,4943
24434273,10,2,4943
24561473,22,2,4513
24566897,24,2,2791
24571853,2,2,4957
24597593,22,2,4517
24671093,2,2,4967
24695393,18,2,4943
24723977,24,2,2819
24730793,6,2,4973
24870233,6,2,4987
24871193,10,2,4987
24905417,24,2,2851
24931073,10,2,4993
24950897,20,2,4889
24962537,24,2,2861
25030013,2,2,5003
25030073,6,2,5003
25046393,14,2,5003
25090097,4,2,5009
25114217,12,2,5011
25132313,18,2,4987
25155617,16,2,5009
25161949,13,3,293
25198193,22,2,4583
25214537,12,2,5021
25292153,18,2,5003
25381913,22,2,4603
25391777,8,2,5039
25411697,4,4,71
25411937,8,4,71
25414937,24,2,2939
25448237,22,3,277
25477217,16,4,71
25512857,8,2,5051
25593497,4,2,5059
25597577,12,2,5059
25739537,20,2,4969
25783217,24,2,3001
25792313,14,2,5077
25877573,2,2,5087
26020457,8,2,5101
26038073,18,2,5077
26065337,16,2,5099
26082473,10,2,5107
26139713,18,2,5087
26142773,2,2,5113
26159153,14,2,5113
26269697,16,2,5119
26404913,18,2,5113
26440097,20,2,5039
26443097,24,2,3109
26460257,20,4,71
26491613,2,2,5147
26553413,2,2,5153
26554433,10,2,5153
26714273,14,2,5167
26739497,8,2,5171
26822297,8,2,5179
26925737,4,2,5189
26959697,24,2,3191
26960033,18,2,5167
27009833,10,2,5197
27109673,22,2,4787
27152057,24,2,3221
27199217,16,2,5209
27252737,20,2,5119
27270953,18,2,5197
27363377,4,2,5231
27384353,6,2,5233
27743657,16,2,5261
27820913,14,2,5273
27867857,4,2,5279
27868097,8,2,5279
27872777,24,2,3331
27889217,8,2,5281
28058213,2,2,5297
28074593,14,2,5297
28122833,10,2,5303
28138193,14,2,5303
28262537,24,2,3389
28331873,22,6,17
28334333,2,2,5323
28402337,12,4,73
28528793,22,2,4933
28606793,14,2,5347
28629407,8,5,31
28703033,18,2,5333
28865393,22,2,4967
28934699,8,3,307
28955417,8,2,5381
28999979,16,3,307
29084513,6,2,5393
29124353,22,2,4993
29149457,8,2,5399
29252033,14,2,5407
29360273,14,2,5417
29365577,4,2,5419
29369657,12,2,5419
29443697,24,2,3559
29446817,20,4,73
29561297,16,2,5431
29681777,20,2,5351
29691617,4,2,5449
29695697,12,2,5449
29757137,16,2,5449
29997533,2,2,5477
30019697,8,2,5479
30063353,6,2,5483
30080233,1,3,311
30080359,7,3,311
30082279,11,3,311
30197777,20,2,5399
30261017,4,2,5501
30283013,2,2,5503
30283073,6,2,5503
30326537,16,2,5501
30327113,6,2,5507
30474617,24,2,3701
30481457,4,2,5521
30592217,8,2,5531
30664553,8,3,313
30809873,18,2,5527
30880253,2,2,5557
30892193,22,2,5167
30963353,14,2,5563
30982577,24,2,3769
31014017,8,2,5569
31058057,24,2,3779
31142393,18,2,5557
31147817,8,2,5581
31203113,22,2,5197
31259297,4,2,5591
31259537,8,2,5591
31263377,12,2,5591
31320473,18,2,5573
31324817,16,2,5591
31530017,20,2,5521
31618133,2,2,5623
31618193,6,2,5623
31620473,22,2,5237
31820897,4,2,5641
31886417,16,2,5641
31889633,10,2,5647
31937897,12,2,5651
31956473,6,2,5653
31999337,16,2,5651
32001653,2,2,5657
32024537,8,2,5659
32062337,20,2,5569
32135777,24,2,3919
32137577,4,2,5669
32150753,18,2,5647
32296493,2,2,5683
32296553,6,2,5683
32297513,10,2,5683
32615777,8,2,5711
32684153,6,2,5717
32685113,10,2,5717
32846897,20,2,5639
32869457,20,2,5641
32929553,14,2,5737
32929577,24,2,4019
32945657,24,2,4021
32959097,4,2,5741
33051017,4,2,5749
33128747,22,3,307
33244193,18,2,5743
33415457,24,2,4079
33535937,8,2,5791
33549977,20,2,5701
33623353,25,3,41
33655697,12,2,5801
33705233,18,2,5783
33721253,2,2,5807
33721313,6,2,5807
33759811,25,3,59
33791033,6,2,5813
33791993,10,2,5813
33884057,4,2,5821
33884297,8,2,5821
33954953,10,2,5827
33983393,18,2,5807
34074497,24,2,4159
34098017,12,2,5839
34157033,14,2,5843
34238297,12,2,5851
34299737,16,2,5851
34351337,4,2,5861
34402793,18,2,5843
34421693,2,2,5867
34425617,24,2,4201
34509737,24,2,4211
34521353,22,2,5507
34562657,4,2,5879
34562897,8,2,5879
34566737,12,2,5879
34577177,24,2,4219
34700177,20,2,5801
34763297,24,2,4241
34845413,2,2,5903
35081933,2,2,5923
35271737,4,2,5939
35282777,20,2,5851
35438213,2,2,5953
35439233,10,2,5953
35454593,14,2,5953
35691017,24,2,4349
35772617,8,2,5981
35860553,14,2,5987
36082913,22,2,5647
36100433,14,2,6007
36197657,16,2,6011
36216497,24,2,4409
36264707,4,3,331
36322457,24,2,4421
36349097,8,2,6029
36446393,10,2,6037
36490793,22,2,5683
36517913,6,2,6043
36566213,2,2,6047
36582593,14,2,6047
36638813,2,2,6053
36638873,6,2,6053
36655193,14,2,6053
36862381,25,3,149
36882353,10,2,6073
36897713,14,2,6073
36928337,24,4,67
37075937,4,2,6089
37141457,16,2,6089
37143473,18,2,6073
37176353,22,2,5743
37222217,4,2,6101
37579937,24,2,4561
37613753,6,2,6133
37614713,10,2,6133
37630913,18,2,6113
37834817,4,2,6151
37838897,12,2,6151
37875833,18,2,6133
37998953,14,2,6163
38106953,10,2,6173
38148233,22,2,5827
38270777,20,2,6101
38272757,2,3,337
38273777,10,3,337
38289137,14,3,337
38419193,14,2,6197
38431697,12,2,6199
38477213,2,2,6203
38478233,10,2,6203
38498753,22,2,5857
38576537,4,2,6211
38580617,12,2,6211
38637737,20,2,6131
38642057,16,2,6211
38651153,6,2,6217
38701097,8,2,6221
38865977,16,2,6229
38950097,4,4,79
38950337,8,4,79
38954177,12,4,79
39065057,24,2,4721
39166433,14,2,6257
39304457,12,2,6269
39325697,8,2,6271
39400733,2,2,6277
39400793,6,2,6277
39401753,10,2,6277
39526373,2,2,6287
39527393,10,2,6287
39826817,24,2,4801
39905513,10,2,6317
39920873,14,2,6317
39981353,10,2,6323
40158593,10,2,6337
40173953,14,2,6337
40278353,22,2,6007
40353611,2,9,7
40406537,24,2,4861
40466417,12,2,6361
40503857,24,2,4871
40522303,25,3,191
40527857,16,2,6361
40679537,24,2,4889
40691657,4,2,6379
40695737,12,2,6379
40725977,20,2,6299
40760513,22,2,6047
40819577,8,2,6389
40877273,18,2,6373
40937993,14,2,6397
41091977,24,2,4931
41468177,24,2,4969
41563073,22,2,6113
41568473,18,2,6427
41619497,12,2,6451
41655137,16,2,6449
41680937,16,2,6451
41807993,22,2,6133
41847977,4,2,6469
41916113,14,2,6473
41930753,22,2,6143
41987657,24,2,5021
42133097,4,2,6491
42176873,22,2,6163
42277817,20,2,6421
42306211,19,3,347
42370697,24,2,5059
42467057,22,3,337
42523457,4,2,6521
42588977,16,2,6521
42628097,8,2,6529
42663977,20,2,6451
42693377,16,2,6529
42863213,2,2,6547
42915617,4,2,6551
42919697,12,2,6551
43048769,11,16,3
43051937,20,2,6481
43089353,14,2,6563
43151777,4,2,6569
43219313,22,2,6247
43256933,2,2,6577
43309577,4,2,6581
43572017,20,2,6521
43612337,16,2,6599
43811177,4,2,6619
43876697,16,2,6619
44049833,6,2,6637
44066153,14,2,6637
44226617,20,2,6571
44342297,4,2,6659
44358137,20,2,6581
44368937,4,2,6661
44434457,16,2,6661
44524553,18,2,6653
44547911,22,9,7
44609297,8,2,6679
44613137,12,2,6679
44742977,8,2,6689
44746817,12,2,6689
44769497,4,2,6691
44903657,8,2,6701
44907497,12,2,6701
44930213,2,2,6703
44946593,14,2,6703
45010937,8,2,6709
45014777,12,2,6709
45076217,16,2,6709
45143873,21,16,3
45349673,14,2,6733
45417497,20,2,6661
45715217,12,2,6761
45738233,6,2,6763
45739193,10,2,6763
45951977,20,2,6701
45958937,12,2,6779
46000313,18,2,6763
46094033,22,2,6473
46144913,6,2,6793
46203769,25,3,233
46270327,11,3,359
46280813,2,2,6803
46280873,6,2,6803
46297193,14,2,6803
46399351,17,3,359
46542953,18,2,6803
46553333,2,2,6823
46553393,6,2,6823
46607933,2,2,6827
46608953,10,2,6827
46635497,8,2,6829
46700777,16,2,6829
46706273,14,2,6833
46709057,24,2,5471
46792567,19,3,359
46799297,4,2,6841
46815473,18,2,6823
46864817,16,2,6841
46952033,18,2,6833
47003417,20,2,6779
47019473,10,2,6857
47034833,14,2,6857
47045897,4,6,19
47046137,8,6,19
47111417,16,6,19
47183417,8,2,6869
47206351,25,3,239
47214737,12,2,6871
47369177,24,2,5531
47376713,10,2,6883
47596457,8,2,6899
47600297,12,2,6899
47661737,16,2,6899
47762177,8,2,6911
48427697,4,2,6959
48459617,12,2,6961
48493217,16,2,6959
48506897,20,4,83
48522953,18,2,6947
48598097,24,2,5641
48644777,20,2,6899
48678533,2,2,6977
48694913,14,2,6977
48711017,24,2,5651
48762353,6,2,6983
48763313,10,2,6983
48801497,24,2,5659
48860893,15,11,5
48958073,6,2,6997
48959033,10,2,6997
49124513,22,2,6703
49198553,14,2,7013
49266377,4,2,7019
49266617,8,2,7019
49430879,4,3,367
49431119,8,3,367
49527593,22,2,6733
49547777,8,2,7039
49581473,22,2,6737
49932473,22,2,6763
49974857,12,2,7069
50036297,16,2,7069
50112497,8,2,7079
50116337,12,2,7079
50174057,24,2,5779
50312897,24,2,5791
50339153,22,2,6793
50452613,2,2,7103
50453633,10,2,7103
50537897,4,2,7109
50603417,16,2,7109
50708657,4,2,7121
50871137,24,2,5839
50888177,16,2,7129
50988017,24,2,5849
51011417,24,2,5851
51136817,4,2,7151
51160817,20,2,7079
51255377,12,2,7159
51509333,2,2,7177
51653033,6,2,7187
51653993,10,2,7187
51745879,25,3,263
51871217,20,2,7129
51915113,18,2,7187
51940853,2,2,7207
51940913,6,2,7207
51957233,14,2,7207
52027433,6,2,7213
52028393,10,2,7213
52064057,16,2,7211
52113977,4,2,7219
52118057,12,2,7219
52258457,4,2,7229
52461113,6,2,7243
52519013,2,2,7247
52535393,14,2,7247
52607033,10,2,7253
52636313,18,2,7237
52733393,22,2,6967
52781153,18,2,7247
53041603,25,7,11
53262593,14,2,7297
53393273,10,2,7307
53573033,22,2,7027
53597057,4,2,7321
53601137,12,2,7321
53662577,16,2,7321
53743577,4,2,7331
53747657,12,2,7331
53772893,2,2,7333
53789273,14,2,7333
53999417,24,2,6101
54037457,8,2,7351
54073337,16,2,7349
54302177,4,2,7369
54439943,2,3,379
54792137,20,2,7331
54988457,16,2,7411
55250513,10,2,7433
55517417,4,2,7451
55577657,24,2,6229
55606853,2,2,7457
55727297,24,4,79
55847273,22,2,7187
55905593,6,2,7477
55906553,10,2,7477
55921913,14,2,7477
55965617,8,2,7481
56085137,4,2,7489
56089421,22,3,373
56135153,22,2,7207
56167673,18,2,7477
56221673,22,2,7213
56239097,12,2,7499
56300537,16,2,7499
56355053,2,2,7507
56355113,6,2,7507
56454617,24,2,6299
56479817,24,2,6301
56505353,6,2,7517
56689937,12,2,7529
56713313,22,2,7247
56800313,22,2,7253
56866697,4,2,7541
56866937,8,2,7541
56932217,16,2,7541
56957213,2,2,7547
56957273,6,2,7547
56987657,8,2,7549
57052937,16,2,7549
57068513,18,2,7537
57236393,22,2,7283
57366713,14,2,7573
57410933,2,2,7577
57410993,6,2,7577
57501893,2,2,7583
57518273,14,2,7583
57593177,8,2,7589
57596537,24,2,6389
57623537,8,2,7591
57658457,16,2,7589
57673073,18,2,7577
57764033,18,2,7583
57882833,14,2,7607
58067753,18,2,7603
58083737,12,2,7621
58354577,8,2,7639
58366817,24,2,6449
58392617,24,2,6451
58415453,2,2,7643
58507457,8,2,7649
58572737,16,2,7649
58634243,22,3,379
58641497,20,2,7589
58671857,20,2,7591
58708189,25,3,293
58863901,5,3,389
58872061,13,3,389
58874993,6,2,7673
58910297,24,2,6491
58997777,4,2,7681
59001857,12,2,7681
59063297,16,2,7681
59090033,6,2,7687
59137073,18,2,7673
59336213,2,2,7703
59552153,6,2,7717
59553113,10,2,7717
59598353,18,2,7703
59644733,2,2,7723
59722913,14,2,7727
59862137,20,2,7669
59928977,24,2,6569
60099833,22,2,7477
60109073,6,2,7753
60110033,10,2,7753
60171113,6,2,7757
60267617,16,2,7759
60371153,18,2,7753
60668537,4,2,7789
60672617,12,2,7789
60730853,2,2,7793
60731873,10,2,7793
60747233,14,2,7793
61105493,2,2,7817
61119497,24,2,6659
61358777,16,2,7829
61481297,4,2,7841
61670633,10,2,7853
62047133,2,2,7877
62060753,22,2,7607
62078897,8,2,7879
62082737,12,2,7879
62151833,18,2,7867
62246273,18,2,7873
62429897,12,2,7901
62488337,24,2,6761
62521673,10,2,7907
62570789,4,3,397
62571797,10,3,397
62587157,14,3,397
62714657,12,2,7919
62932553,6,2,7933
62995973,2,2,7937
63069233,22,2,7673
63099473,18,2,7927
63190697,12,2,7949
63258113,18,2,7937
63409373,2,2,7963
63410393,10,2,7963
63425753,14,2,7963
63619349,20,3,397
63671513,18,2,7963
63746393,22,2,7717
63797093,20,7,13
63839033,22,2,7723
64148177,12,2,8009
64180217,12,2,8011
64272353,6,2,8017
64288673,14,2,8017
64303313,22,2,7753
64483249,11,3,401
64625537,4,2,8039
65005489,19,3,401
65013017,16,2,8059
65393633,22,2,7823
65399573,2,2,8087
65400593,10,2,8087
65415953,14,2,8087
65496653,2,2,8093
65496713,6,2,8093
65497673,10,2,8093
65691737,16,2,8101
65863913,22,2,7853
65885753,6,2,8117
65983133,2,2,8123
65983193,6,2,8123
66043577,24,2,7019
66245273,18,2,8123
66335993,22,2,7883
66351137,20,2,8081
66373613,2,2,8147
66667457,16,2,8161
66699953,6,2,8167
66700913,10,2,8167
66900137,12,2,8179
66961577,16,2,8179
67092737,8,2,8191
67108913,26,2,7
67109033,26,2,13
67109593,26,6,3
67114193,26,2,73
67115723,26,3,19
67115753,26,2,83
67118273,26,2,97
67125671,26,5,7
67133513,26,2,157
67136753,26,2,167
67158593,26,2,223
67203113,26,2,307
67229273,26,2,347
67233473,26,2,353
67247993,26,2,373
67266473,26,2,397
67317713,26,2,457
67323233,26,2,463
67391777,12,2,8209
67425833,26,2,563
67441793,26,2,577
67477313,26,2,607
67485857,24,2,7121
67522313,26,2,643
67556057,12,2,8219
67575353,26,2,683
67601903,26,3,79
67650377,16,2,8221
67728233,26,2,787
67753457,12,2,8231
67782293,2,2,8233
67786193,26,2,823
67792793,26,2,827
67798673,14,2,8233
67848233,6,2,8237
67888553,26,2,883
68043953,26,2,967
68082353,22,2,7993
68135033,26,2,1013
68175953,26,2,1033
68290433,26,2,1087
68293553,14,2,8263
68369993,26,2,1123
68380457,12,2,8269
68403893,26,3,109
68434313,14,3,409
68438273,26,2,1153
68442533,2,2,8273
68589953,26,2,1217
68600537,20,2,8219
68604593,26,2,1223
68690753,14,2,8287
68740697,4,2,8291
68744777,12,2,8291
68774873,10,2,8293
68806217,16,2,8291
68993993,26,2,1373
69337913,26,2,1493
69409493,16,5,37
69434633,18,2,8317
69520673,26,2,1553
69593873,22,2,8087
69659273,26,2,1597
69755993,26,2,1627
69772613,2,2,8353
69773633,10,2,8353
69788633,26,2,1637
69939833,6,2,8363
70034753,18,2,8353
70040417,8,2,8369
70044257,12,2,8369
70079993,22,2,8117
70160873,26,2,1747
70177433,22,2,8123
70190513,14,2,8377
70287953,26,2,1783
70302233,26,2,1787
70341833,6,2,8387
70374257,24,2,7321
70375337,4,2,8389
70440857,16,2,8389
70520273,26,2,1847
70616993,26,2,1873
70785017,24,2,7349
70814417,24,2,7351
70879577,4,2,8419
71048297,8,2,8429
71057033,26,2,1987
71082017,8,2,8431
71113577,16,2,8429
71284313,6,2,8443
71613953,18,2,8447
71654057,16,2,8461
71675633,26,2,2137
71701313,26,2,2143
71952233,18,2,8467
72042473,22,2,8237
72294617,24,2,7451
72471473,22,2,8263
72472193,10,2,8513
72487553,14,2,8513
72664313,26,2,2357
72709733,2,2,8527
72742577,24,2,7481
72758993,26,2,2377
72835313,26,2,2393
72862337,24,2,7489
72880373,2,2,8537
72880433,6,2,8537
72896753,14,2,8537
72914537,4,2,8539
72950753,26,2,2417
72999233,14,2,8543
73034513,22,2,8297
73244393,26,2,2477
73325033,6,2,8563
73341353,14,2,8563
73366793,22,2,8317
73496333,2,2,8573
73497353,10,2,8573
73560061,1,3,419
73568251,13,3,419
73587113,18,2,8563
73691131,17,3,419
73908413,2,2,8597
73908473,6,2,8597
74084347,19,3,419
74114897,4,2,8609
74168513,26,2,2657
74328833,26,2,2687
74361113,26,2,2693
74441513,14,2,8627
74459897,8,2,8629
74525177,16,2,8629
74618273,18,2,8623
74670977,12,2,8641
74771633,10,2,8647
75047633,6,2,8663
75048593,10,2,8663
75290393,6,2,8677
75291353,10,2,8677
75306713,14,2,8677
75425297,16,2,8681
75443633,26,2,2887
75498737,4,2,8689
75508217,20,2,8629
75568253,2,2,8693
75568313,6,2,8693
75617753,26,2,2917
75676697,12,2,8699
75774977,24,2,7681
75829073,26,2,2953
75830393,18,2,8693
75916433,6,2,8713
76025057,12,2,8719
76051817,24,2,7699
76086497,16,2,8719
76230617,8,2,8731
76335173,2,2,8737
76405097,4,2,8741
76408337,20,2,8681
76515353,26,2,3067
76613753,26,2,3083
76755377,8,2,8761
76820657,16,2,8761
76877153,18,2,8753
76904033,22,2,8527
77069537,20,2,8719
77113433,26,2,3163
77136377,16,2,8779
77157473,14,2,8783
77457953,26,2,3217
77492873,6,2,8803
77579633,14,2,8807
77754953,18,2,8803
78052097,16,2,8831
78193457,16,2,8839
78198431,26,3,223
78308897,12,2,8849
78311273,26,2,3347
78370337,16,2,8849
78485993,26,2,3373
78552833,6,2,8863
78640073,14,2,8867
78716513,26,2,3407
78814913,18,2,8863
78855857,24,2,7879
78964913,22,2,8647
79117853,26,3,229
79128953,26,2,3467
79478153,26,2,3517
79487777,24,2,7919
79565897,20,2,8861
79619933,2,2,8923
79690073,26,2,3547
79727057,4,2,8929
79731137,12,2,8929
80062993,1,3,431
80124497,12,2,8951
80234993,26,2,3623
80479097,8,2,8971
80587279,19,3,431
80704313,22,2,8747
81018017,4,2,9001
81044153,26,2,3733
81047537,16,2,8999
81126113,6,2,9007
81775913,6,2,9043
81776873,10,2,9043
81884657,8,2,9049
81885977,24,2,8069
81888497,12,2,9049
81949937,16,2,9049
82030577,20,2,8999
82286873,22,2,8837
82382557,25,11,5
82403417,24,2,8101
82451753,26,2,3917
82687673,26,2,3947
82788257,20,2,9041
82864673,6,2,9103
82974137,8,2,9109
82977977,12,2,9109
83039417,16,2,9109
83303153,10,2,9127
83411693,2,2,9133
83412713,10,2,9133
83484833,6,2,9137
83501153,14,2,9137
83568113,26,2,4057
83673833,18,2,9133
83850653,2,2,9157
83861513,26,2,4093
83869697,24,2,8191
83928017,12,2,9161
83989457,16,2,9161
83992793,22,2,8933
84144953,10,2,9173
84291017,8,2,9181
84356297,16,2,9181
84400973,2,2,9187
84406073,18,2,9173
84526577,24,2,8231
84529673,22,2,8963
84620903,14,3,439
84621857,8,2,9199
84687137,16,2,9199
84695213,2,2,9203
84696233,10,2,9203
84789377,20,2,9151
84891953,26,2,4217
85026857,4,2,9221
85027097,8,2,9221
85320353,22,2,9007
85359377,8,2,9239
85367393,26,2,4273
85400177,12,2,9241
85424657,16,2,9239
85461617,16,2,9241
85670177,20,2,9199
85849937,24,2,8311
85918433,26,2,4337
86075417,20,2,9221
86121173,24,5,37
86137217,8,2,9281
86149457,24,2,8329
86174093,2,2,9283
86202497,16,2,9281
86359853,2,2,9293
86359913,6,2,9293
86621993,18,2,9293
86847857,12,2,9319
86918333,2,2,9323
86918393,6,2,9323
86934713,14,2,9323
86938339,5,3,443
87069379,17,3,443
87152537,24,2,8389
87179633,6,2,9337
87291713,6,2,9343
87308033,14,2,9343
87441713,18,2,9337
87512153,26,2,4517
87553793,18,2,9343
87566393,26,2,4523
87743297,20,2,9311
87819737,12,2,9371
87858977,24,2,8431
87928133,2,2,9377
87928193,6,2,9377
88190273,18,2,9377
88296473,26,2,4603
88302857,20,2,9341
88303673,6,2,9397
88338233,22,2,9173
88365737,24,2,8461
88416413,2,2,9403
88451599,23,3,431
88529297,4,4,97
88533377,12,4,97
88605593,10,2,9413
88620953,14,2,9413
88755257,4,2,9421
88945793,26,2,4673
88982513,10,2,9433
89239457,20,2,9391
89331833,22,2,9227
89415593,26,2,4723
89510777,8,2,9461
89514617,12,2,9461
89548373,2,2,9463
89625113,10,2,9467
89737733,2,2,9473
89851457,4,2,9479
89886233,18,2,9467
89886353,22,2,9257
89985953,26,2,4783
89992337,20,2,9431
90083177,12,2,9491
90193073,6,2,9497
90209393,14,2,9497
90257033,22,2,9277
90518881,5,3,449
90524657,16,2,9511
90649697,8,2,9521
90714977,16,2,9521
90894473,14,2,9533
90992537,4,2,9539
90992777,8,2,9539
91146233,10,2,9547
91161593,14,2,9547
91221857,8,2,9551
91246433,26,6,17
91287137,16,2,9551
91680713,26,2,4957
91910633,6,2,9587
92138873,26,2,5003
92183297,12,2,9601
92449817,24,2,8699
92590697,16,2,9619
92602193,6,2,9623
92717897,8,2,9629
92756177,4,2,9631
92987513,6,2,9643
92988473,10,2,9643
93107297,12,2,9649
93168737,16,2,9649
93249593,18,2,9643
93251633,26,2,5113
93600473,26,2,5147
93660713,14,2,9677
93687137,12,2,9679
93742673,22,2,9463
93806753,26,2,5167
93906473,18,2,9677
94458977,4,2,9719
94501937,12,2,9721
94563377,16,2,9721
94747673,14,2,9733
94763777,24,2,8831
94852217,12,2,9739
94913393,26,2,5273
95167073,26,2,5297
95230673,26,2,5303
95445017,10,3,457
95733497,16,2,9781
95786393,10,2,9787
96098813,2,2,9803
96255737,4,2,9811
96259817,12,2,9811
96373553,6,2,9817
96409433,26,2,5413
96492569,20,3,457
96604073,22,2,9613
96613337,12,2,9829
96687893,2,2,9833
96688913,10,2,9833
96718697,24,2,8941
96796433,22,2,9623
96805937,4,2,9839
96950033,18,2,9833
97042457,8,2,9851
97160513,6,2,9857
97181753,22,2,9643
97200137,8,2,9859
97304297,20,2,9811
97391873,26,2,5503
97422593,18,2,9857
97435913,26,2,5507
97436657,4,2,9871
97502177,16,2,9871
97657817,20,2,9829
97752773,2,2,9887
97752833,6,2,9887
97838633,22,2,9677
97935833,18,2,9883
98029817,4,2,9901
98090777,20,2,9851
98167193,26,2,5573
98300057,24,2,9029
98624777,4,2,9931
98690297,16,2,9931
98982617,4,2,9949
99269231,14,3,463
99405353,26,2,5683
99477113,14,2,9973
99603233,18,2,9967
99979673,22,2,9787
100031177,20,2,9949
100140113,6,2,10007
100741373,2,2,10037
100785617,12,2,10039
100830113,26,2,5807
100882193,22,2,9833
100899833,26,2,5813
101067977,24,2,9181
101223737,4,2,10061
101227817,12,2,10061
101228657,20,2,10009
101249513,26,2,5843
101345513,10,2,10067
101354753,22,2,9857
101385017,8,2,10069
101590337,12,2,10079
101651777,16,2,10079
101830097,20,2,10039
101832377,12,2,10091
101868713,6,2,10093
101869673,10,2,10093
101947073,22,2,9887
101954273,26,2,5903
102055337,16,2,10099
102086993,14,2,10103
102173297,24,2,9241
102238193,26,2,5927
102342953,22,2,9907
102433337,20,2,10069
102547073,26,2,5953
102677693,2,2,10133
102677753,6,2,10133
102799337,4,2,10139
102843977,12,2,10141
102864857,16,2,10139
102914177,24,2,9281
102953033,26,2,5987
103046897,12,2,10151
103192913,26,2,6007
103287593,10,2,10163
103412657,12,2,10169
103474097,16,2,10169
103548713,18,2,10163
103571333,2,2,10177
103572353,10,2,10177
103587713,14,2,10177
103833473,18,2,10177
103888457,20,2,10141
103898273,10,2,10193
103913633,14,2,10193
104060657,8,4,101
104181017,24,2,9349
104264777,8,2,10211
104334353,22,2,10007
104935673,22,2,10037
105001073,6,2,10247
105002033,10,2,10247
105251177,12,2,10259
105306497,24,4,97
105411353,6,2,10267
105412313,10,2,10267
105494777,24,2,9419
105538793,22,2,10067
105558977,16,2,10271
105586073,26,2,6203
106151873,6,2,10303
106152833,10,2,10303
106258913,26,2,6257
106264913,22,2,10103
106413953,18,2,10303
106523297,8,2,10321
106527137,12,2,10321
106542017,20,2,10271
106588577,16,2,10321
106729817,8,2,10331
106733657,12,2,10331
106770893,2,2,10333
106795097,16,2,10331
106853573,2,2,10337
106853633,6,2,10337
106854593,10,2,10337
106977653,2,2,10343
106994033,14,2,10343
107115713,18,2,10337
107239793,18,2,10343
107267453,2,2,10357
107516417,8,2,10369
107581697,16,2,10369
107765633,22,2,10177
107778137,20,2,10331
107976977,12,2,10391
108091553,22,2,10193
108139457,8,2,10399
108704033,22,2,10223
108722333,2,2,10427
108738713,14,2,10427
108829577,16,2,10429
108847493,2,2,10433
108847553,6,2,10433
109349873,10,2,10457
109474433,6,2,10463
